# File: FAO_an_Dairy_Stocks.csv
# Title: FAO all animal stock by area_item_year
# Units: Head
# Description:  Data is preprocessed and generated by gcamdata-FAOSTAT
# Data source: FAOSTAT (domain:QCL FAO.udpate:2022-02-16T00:00:00)
# Date of CSV last update: 2022-04-03
# Column types: iciccicnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
area_code,area,item_code,item,element,element_code,unit,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
113,Kyrgyzstan,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,10500,10500,12000,40000,41800,50000,70000,199300,155000,88396,160000,161600,95781,98215,95201,97308,324242,296176,298741,306386,300434,301854,302892
114,Kenya,882,"Milk, whole fresh cow",Milk Animals,5318,Head,2000000,1847000,2024000,1943500,2080000,2100000,2290000,2000000,1960000,2420000,2750000,2878000,3000000,3750000,4300000,4437000,4575000,4690000,4450000,4420000,4250000,4300000,4420000,4550000,4510900,4420000,4550000,4690000,4000000,4000000,5375500,5500000,4434007,6200000,7500000,5147300,6113800,5001600,5545000,5720000,5740000,5750000,5800000,6500000,5500000,5133703,4617168,5112340
114,Kenya,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,770000,704000,647900,673200,770000,875600,902800,1050000,1260000,1323000,1383520,1348000,1470000,1305000,1200000,1680000,2090000,1990000,2020000,1936000,1870000,1790000,1745000,1178813,1738000,1760000,1650000,1540000,1175581,1540000,1550000,1508737,1477630,1480000,1414500,1486000,1485500,1550000,1600000,1650000,1680000,1700000,1670000,1900000,1800000,1790000,1830000,1806667
114,Kenya,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,800000,780000,852200,868000,1140000,1501000,1573600,1520000,1330000,1440000,1477280,1370900,1500000,1610000,1500000,1930000,1960000,2040000,1990000,2060000,2100000,2110000,2080000,1789407,2100000,2120000,2040000,1920000,1877105,1920000,1950000,2150000,2200000,2000000,2200000,2280650,4435000,4180146,4266700,3430503,3744959,4082676,3806343,4015287,3884398,4014885,3889740,3893656
114,Kenya,1130,"Milk, whole fresh camel",Milk Animals,5318,Head,220000,230000,235000,243000,250000,255000,255000,255000,260000,260000,280000,325000,330000,340000,330000,335000,340000,355000,330000,315000,304000,320000,370000,334000,335000,335000,340000,470000,340000,355000,370000,500000,390000,440000,870000,1200000,1250000,1250000,1300000,1305000,1320000,1052777,1143370,1196518,1234443,1214078,1668928,1653749
115,Cambodia,882,"Milk, whole fresh cow",Milk Animals,5318,Head,100000,100000,105000,105000,110000,90000,70000,85000,90000,92000,94000,95000,96000,97000,99000,100000,100000,102011,101657,105000,110000,111100,112500,113000,115000,118000,120000,120000,120000,120000,119400,122000,127400,133800,136000,140000,144000,140000,137000,138000,138000,140000,122475,122732,121948,120241,119219,120592
116,Democratic Peoples Republic of Korea,882,"Milk, whole fresh cow",Milk Animals,5318,Head,11000,12000,13000,15000,18000,20000,23000,24000,26000,28000,30000,30000,31000,32000,34000,35000,36000,37000,38000,39000,37000,38000,37000,35000,34253,36000,37000,39000,40000,35680,41000,40000,35510,41000,42000,41000,42000,40000,41000,42000,42000,35893,35871,35973,35991,36009,36116,36268
117,Republic of Korea,882,"Milk, whole fresh cow",Milk Animals,5318,Head,28977,38886,45402,50166,61329,75843,88905,114337,111821,134365,159818,196205,230620,248930,266546,276183,298417,291603,232577,241247,252169,253328,253492,252409,247764,246920,246948,255053,258040,252253,241053,236511,227111,220170,215666,209124,208136,203923,190901,209106,205812,208205,212046,207195,205143,205292,203551,202349
117,Republic of Korea,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,48000,63000,62000,57000,53000,60000,55000,49000,47000,58000,84000,88000,73000,48000,36000,30000,33000,44000,69000,95000,100000,108000,122000,121000,109000,97000,63000,83000,80000,83000,90000,95000,94000,94500,95000,77000,75000,73000,74000,70500,71000,57726,63842,75282,86911,77662,82448,84027
118,Kuwait,882,"Milk, whole fresh cow",Milk Animals,5318,Head,3479,4207,4835,5175,6420,8541,9938,11514,5912,8223,7507,10210,11742,15310,12037,9292,6992,8500,3700,2891,3476,5379,6215,5264,5136,5465,5952,5741,6187,6624,7196,6977,7287,8583,9196,8256,10183,9637,9987,9378,9436,11631,11173,9820,12163,10353,10738,9616
118,Kuwait,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,585,600,610,630,650,670,680,710,750,775,529,1000,1025,1163,350,400,335,325,100,150,142,960,1225,1465,1500,1580,1600,1675,860,1700,1162,1056,1500,1700,1069,1101,1136,1143,1127,1850,1900,1322,1284,1388,1360,1379,1407,1418
118,Kuwait,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,31785,33657,35503,37771,40354,71093,127030,140615,65710,10000,10700,16100,16820,18666,5093,6006,5160,4633,227,1702,2082,6473,8176,10590,13781,9082,19861,16868,12621,10607,10970,9608,10712,10366,14591,15069,15716,24159,22434,14331,15658,15701,17980,21670,23977,33435,47146,34853
118,Kuwait,1130,"Milk, whole fresh camel",Milk Animals,5318,Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,82,118,111,109,139,164,177,429,301,217,310,176,59,75,1,365,212,305,325,281
119,Latvia,882,"Milk, whole fresh cow",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,531400,481700,351000,311900,291900,274600,262800,242100,205600,204500,209100,204600,186300,186200,185200,182400,180400,170400,165500,164100,164100,164600,165000,165871,162414,154024,144470,138410,136040
119,Latvia,951,"Milk, whole fresh buffalo",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,Latvia,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
119,Latvia,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,3424,3900,3600,4500,5047,5000,4900,6600,4400,5300,5800,6200,8400,7800,9900,9000,8600,9600,10100,10200,10000,9900,9400,9123,8769,8985,8640,8210,7920
120,Lao Peoples Democratic Republic,882,"Milk, whole fresh cow",Milk Animals,5318,Head,13250,13750,12500,13000,13500,14000,14750,16000,16500,17000,18000,19000,20000,21000,21500,22500,23000,23500,24000,27500,28000,28500,27500,28000,30918,29000,26995,30000,30795,30000,31000,31920,32000,33000,34000,37700,36000,35000,39000,36000,36000,39737,40682,42101,43008,43848,39431,39639
121,Lebanon,882,"Milk, whole fresh cow",Milk Animals,5318,Head,32802,36000,29000,25000,28000,30000,34000,38146,39000,35000,29000,27000,23000,23270,22155,21730,22570,33000,44000,45000,47000,51620,52000,50552,34223,36324,38432,38900,39577,43820,47464,43856,43800,43900,45300,55000,40800,40161,55000,55000,67118,55254,51947,53249,53907,51416,51256,51657
121,Lebanon,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,151759,160000,128000,95000,64000,80000,100000,127124,127000,126700,125000,120000,115000,105000,98780,97624,98948,113000,170206,180000,188600,190565,205000,206061,159985,189315,218628,198000,179691,166375,175552,179367,182700,202400,218600,220000,204700,153603,135000,135000,270000,249917,240895,236571,252342,244699,249446,241697
121,Lebanon,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,193452,193500,156000,117000,97500,150000,250000,369937,370000,367400,320000,300000,270000,220000,185715,187900,190585,265000,344184,330000,320000,305950,310000,330804,238566,233750,228761,205000,189955,199762,240392,243547,246700,206600,234700,240000,214800,241467,330000,330000,330000,298020,282025,243568,144242,223278,203696,190405
122,Lesotho,882,"Milk, whole fresh cow",Milk Animals,5318,Head,53000,55000,58000,60000,62000,64000,66000,68000,70000,72000,74000,76000,77000,78000,79000,80000,81000,82000,83000,90000,88000,92000,93000,86000,96000,90000,115000,125000,135000,120000,116000,115000,130000,97000,125000,130000,115625,117148,135000,135500,135500,136000,130000,125000,120000,120000,130000,123333
123,Liberia,882,"Milk, whole fresh cow",Milk Animals,5318,Head,4800,4950,5100,5300,5400,5600,5700,5850,6000,6000,6300,6300,6300,6300,6300,6300,6000,5700,5600,5500,5672,5675,5678,5681,5684,5686,5689,5692,5695,5698,5700,5703,5706,5660,5700,5800,6148,6300,6450,6500,6500,6525,6665,6524,6694,6781,6766,6821
124,Libya,882,"Milk, whole fresh cow",Milk Animals,5318,Head,35017,37572,47292,48497,44845,45825,50000,52000,55000,51000,62000,62500,63000,63500,64000,69000,80000,85000,84000,80000,76500,79000,81500,87500,98000,111500,105000,80860,80900,108000,84665,89021,91748,110290,110345,110399,133000,135000,136000,137000,134000,133000,119321,120144,120471,122803,125426,128353
124,Libya,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,790000,715170,836556,846738,765124,796480,900000,950000,1150000,1075000,1310000,1310000,1145000,1085000,1100000,1160000,1120000,1040000,1030000,1005000,1054000,1150000,1250000,1350000,1400000,1150000,1550000,1572000,1585000,1600000,1338998,1434260,1505248,1621943,1737335,1738197,1784570,1853383,2250000,2255000,2175000,2200000,2200000,2250000,2300000,1971101,1941448,1964983
124,Libya,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,300000,334139,330000,360000,450000,485000,438925,500000,500000,450000,515000,490000,300000,280000,305000,315000,330000,365000,395000,430000,420000,415000,430000,400000,405000,415000,420000,425000,427000,428000,466649,531202,573529,492500,615612,494000,510000,520000,520000,525000,515000,510000,510000,529000,525000,521333,525111,523815
124,Libya,1130,"Milk, whole fresh camel",Milk Animals,5318,Head,12000,6432,7079,7468,6898,7060,13400,13600,13200,18500,18800,19000,17000,15000,11500,12000,13000,14000,14500,14000,11500,10000,10100,10000,8000,6000,7000,9000,8331,10000,10500,10900,11000,11300,9313,9585,9722,12500,12500,13500,13000,12550,12650,13800,14200,13550,13850,13867
126,Lithuania,882,"Milk, whole fresh cow",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,784800,707900,646500,604000,588600,604500,566000,527200,466400,440300,441000,445500,441000,433937,420300,410200,393300,371440,353506,354593,339484,323499,316179,314044,300489,285751,256200,240900,232900
126,Lithuania,951,"Milk, whole fresh buffalo",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,Lithuania,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,Lithuania,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,4800,9600,7700,9250,10433,12208,15662,17566,16700,16300,15700,16900,18300,17600,15300,12800,10900,9263,9062,9142,9154,8724,8220,8034,8982,8554,8700,9200,8900
129,Madagascar,882,"Milk, whole fresh cow",Milk Animals,5318,Head,1445000,1479000,1498000,1511000,1552000,1726000,1700000,1734000,1741000,1748000,1755000,1762000,1707500,1735000,1737000,1739000,1741000,1743000,1760000,1790000,1810000,1830000,1850000,1860000,1870000,1880000,1890000,1900000,1600000,1550000,1550000,1600000,1700000,1700000,1750000,1800000,1820000,1820000,1840000,1850000,1850000,1850000,1865547,1869674,1873804,1611326,1626785,1666216
130,Malawi,882,"Milk, whole fresh cow",Milk Animals,5318,Head,65800,61300,73000,74000,68000,70000,73800,73800,81000,82500,84400,88200,94900,94000,98100,79900,79100,80000,90000,97000,80000,68000,69000,70000,75000,74000,75000,76000,77000,38000,42600,79000,94000,57000,66000,78600,83800,97000,105000,106000,103848,108587,113665,118128,120440,110894,109970,110394
130,Malawi,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32101,31689,27548,29584,28258,29903,31194,32438,32563,34736,35691,34256,33932,62157,45932,50368,52770,53469,56109,59394,62661,65274,68752,71683,73084,75582,74851,82232,89278,92359
130,Malawi,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250754,273870,282472,253010,249922,349480,420422,427602,389214,448586,444391,442445,455340,500846,509564,583000,671048,750413,825903,907848,1014494,1107457,1187870,1285469,1406611,1550691,1616791,1731915,2015550,2133698
131,Malaysia,882,"Milk, whole fresh cow",Milk Animals,5318,Head,34730,33360,31752,34992,34121,39407,44328,44025,49416,49500,41000,41800,37000,40000,45000,54000,58000,61000,61000,66000,70000,75000,77227,76000,79000,82000,86000,78000,90000,82000,68677,70994,70832,70607,74378,75012,75661,74135,69599,67976,68505,67950,67937,42504,42694,40309,45302,45434
131,Malaysia,951,"Milk, whole fresh buffalo",Milk Animals,5318,Head,11300,11500,11600,11300,11300,12000,11300,11500,10500,10300,9800,9700,9400,8600,8700,8600,8400,8300,8100,7800,6700,6800,6600,6300,6100,6500,6300,5900,6100,6400,6500,6900,6700,6700,6500,6500,6350,6300,6150,6150,6160,6045,5959,5980,5813,5577,5397,5348
133,Mali,882,"Milk, whole fresh cow",Milk Animals,5318,Head,450000,364000,388600,408000,407600,440400,476500,585000,639600,666300,567600,490000,434400,447500,459000,473800,483000,699440,712900,718115,725000,733720,744310,756930,771710,788830,808500,830850,856250,979600,1224500,1428570,1632650,1793100,2162480,2227360,2363000,1727000,1779000,2356000,1506000,1650133,1699619,1750624,1826544,1881340,1902808,1995914
133,Mali,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,1560000,1720000,2000000,2120000,2250000,2440000,2456000,2500000,2540000,2560000,2260000,2080000,2000000,2136000,2132000,2200000,2300000,3043000,4649493,4734460,4833174,4946828,5594601,5863814,6141630,6432720,6737331,6925207,6312541,7394176,7744316,8111035,8495120,8476244,9318714,9759987,10222155,29577000,31056000,20663000,10272000,10816725,11357561,11925377,13050000,13702500,18495524,15107006
133,Mali,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,1520000,1720000,2000000,2120000,2250000,2440000,2456000,2500000,2540000,2560000,2260000,2080000,2000000,2136000,2132000,2200000,2260000,2130100,6863638,6837907,6835442,6856769,6902708,6974421,7073427,7961592,8961388,9955287,10787326,10792677,11305438,12399055,12405200,12440430,13611946,14002889,14668167,41185000,43245000,25925000,14303000,15062363,15815363,16606239,18017850,18918743,26378359,20857914
133,Mali,1130,"Milk, whole fresh camel",Milk Animals,5318,Head,80000,85000,90000,95000,100000,110000,110000,115000,120000,120000,110000,110000,115000,120000,113000,115000,100000,95550,71400,75900,81400,87750,95200,103800,113820,125440,138950,154650,172960,194380,219540,283300,350000,214909,237378,262197,266568,188700,192500,95000,290282,329525,332818,339471,393657,401530,361378,417752
134,Malta,882,"Milk, whole fresh cow",Milk Animals,5318,Head,6200,6700,7300,7898,7729,8124,7636,7180,6458,6770,7206,7200,7200,7200,7000,6800,6200,5965,6300,8784,8614,8026,6000,8600,9800,7753,10000,8666,8200,8241,8033,7607,7835,7832,7545,7247,6931,6362,6308,6420,6430,6502,6374,6498,6138,6230,6120,6060
134,Malta,951,"Milk, whole fresh buffalo",Milk Animals,5318,Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Malta,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,4928,5531,6394,5595,4926,4333,4045,3714,3464,3186,3395,3400,3400,3400,3400,3400,3450,3439,8500,9600,10273,10276,10000,11000,10283,10285,11000,6500,7300,7000,10483,7800,7541,8438,8322,8529,8699,8289,8200,8012,7690,7394,7759,7996,8192,11530,11710,11700
134,Malta,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,9399,9083,8546,8008,7418,5893,5477,4697,4206,4177,4058,4200,4200,4200,4300,4300,4500,4600,4250,4800,5000,5301,5000,7500,5800,2000,4090,4000,3605,3769,4108,2500,2663,3619,4196,4254,4062,3467,3208,3155,3050,2939,3180,3215,3301,4610,4670,4610
136,Mauritania,882,"Milk, whole fresh cow",Milk Animals,5318,Head,185000,150000,170000,200000,220000,230000,240000,240000,245000,245000,250000,190000,210000,250000,253000,260000,273000,278300,279000,275000,324000,297000,303000,305000,310000,315000,325000,330000,330000,344000,345000,350000,355000,360000,318346,323012,374510,360000,360000,360000,360000,365000,402786,421598,415000,415275,418689,422577
136,Mauritania,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,860000,850000,870000,950000,980000,980000,1000000,1030000,1030000,990000,1000000,950000,975000,1000000,1050000,1125000,1200000,1270000,1224941,1280000,1222261,1300000,1350000,1520000,1530000,1522614,1530000,1530000,1530000,1745908,1750000,1780000,1899025,1899968,1900910,1727141,1800430,2100000,2100000,2150000,2126069,1961797,2310362,2156036,2100000,2236233,2307874,2315435
136,Mauritania,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,700000,630000,650000,710000,730000,750000,760000,780000,780000,800000,810000,729000,837000,840000,850000,860000,870000,890000,900000,890000,856242,915000,920000,1000000,995270,1100000,1125000,1125000,1125000,1226466,1230000,1271971,1272602,1235000,1273865,1209247,1260501,1313927,1375200,1380000,1400000,1556850,1616962,1554477,1500000,1622768,1641724,1651943
136,Mauritania,1130,"Milk, whole fresh camel",Milk Animals,5318,Head,65000,65000,66000,68000,68000,70000,70000,72000,72000,73000,73000,74000,75000,76000,76800,77500,78100,78900,79700,80500,81000,82000,84494,84536,83000,84000,91000,95000,98000,102000,105000,108890,111382,105751,105804,97708,98265,105000,105000,107000,108500,107806,102179,105058,102000,106351,106765,107316
137,Mauritius,882,"Milk, whole fresh cow",Milk Animals,5318,Head,10000,10000,10000,10000,10000,7000,5000,4500,4000,4000,4500,5000,5500,6000,6000,6500,7000,6000,5500,7606,5000,4500,7366,4000,3000,3000,3500,4000,4000,4000,4000,4100,4000,4000,3300,3100,3200,3300,4500,5200,4500,4500,4400,4300,3200,3000,3000,3067
138,Mexico,882,"Milk, whole fresh cow",Milk Animals,5318,Head,1300000,1383000,1458000,1530000,1563000,1580000,1590000,1665000,1730000,1778000,1842000,1828000,1890000,1938000,1869000,1875000,1985000,1923000,1887000,1809000,1632552,1618376,1682708,1693556,1720568,1813588,1863977,2074517,2140130,2182672,2169669,2234246,2197346,2221686,2304605,2340903,2344475,2374623,2382443,2398639,2410289,2430581,2457683,2489696,2506130,2529672,2563822,2594901
138,Mexico,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1083201,1090716,1127772,1141562,1103578,1102482,1116046,1047343,1069353,1084316,1102434,1140159,1199569,1238288,1256891,1269045,1297120,1337616,1375404,1388435,1405226,1432237,1445818,1457579,1477230,1489435,1505534,1475647,1479808,1483019
138,Mexico,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,1300000,1300000,1293100,1312480,1333200,1352150,1360000,1360000,1400000,1450000,1500000,1450000,1500000,830000,745000,630000,635000,625000,655000,740000,750000,740000,740000,677000,670000,700000,750000,750000,800000,842000,850000,890000,890000,870000,880000,887000,890000,772782,890000,855000,837000,753613,756513,758947,757280,759318,762575,765595
141,Mongolia,882,"Milk, whole fresh cow",Milk Animals,5318,Head,600000,600000,600000,600000,605000,615000,620000,600000,550000,600000,630000,680000,700000,704077,719730,709651,758899,769668,781905,744685,708400,830900,947900,918100,944600,980000,1104200,927000,850800,640000,773800,721400,736600,785400,839400,629800,675960,494413,605836,686886,772877,890460,1035582,1056926,1096699,1120577,1265493,1314828
141,Mongolia,951,"Milk, whole fresh buffalo",Milk Animals,5318,Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153515,242723,271879,316239,365205,413812,417163,451740,415569,540000,515987
141,Mongolia,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,1030000,1020000,1000000,1040000,1030000,1040000,1050000,1070000,910000,980000,820000,860000,970000,980000,970000,950000,970000,1050000,1300000,1600000,1500000,1150000,1250000,1150000,1400000,1450000,1600000,1650000,2109921,2150000,1800000,2000000,1945900,2229100,2606400,2671547,2914313,2319065,3565435,3849356,4461450,5101454,5720971,5998033,6044824,6219343,7322180,6895427
141,Mongolia,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,546468.9697340262,596147.9669825741,546468.9697340262,496789.9724854784,596147.9669825741,596147.9669825741,616019.5658819933,596147.9669825741,561372.6689085906,546468.9697340262,511693.6716600428,526597.3708346072,591180.0672577193,586212.1675328645,591180.0672577193,556404.7691837358,571308.4683583002,650000,695000,800000,850000,920000,1200000,1250000,1500000,1650000,1700000,1750000,1800000,1500000,1550000,1900000,2933000,3495800,4254100,4203760,4462090,1883014,4083777,4265001,4820967,5404120,5932049,5988372,5875688,5297328,6927570,6686690
141,Mongolia,1130,"Milk, whole fresh camel",Milk Animals,5318,Head,10500,11000,12000,12000,13000,12000,11500,9000,9000,9000,9000,9000,8000,9700,8200,8400,8700,8300,7500,6700,6000,5800,6500,7000,7500,8000,19655,8000,18365,16854,11200,16500,20200,19400,20300,23614,23403,31483,36032,45351,42127,51208,51435,56172,57771,63867,63236,73799
143,Morocco,882,"Milk, whole fresh cow",Milk Animals,5318,Head,865000,850000,837000,900000,1010000,990000,1010000,1265000,1300000,1250000,1270000,1250000,1250000,1420000,1588500,1630000,1760000,1790319,1800000,1570256,1512000,1520000,1500000,1292072,1500000,1300000,1257100,1308000,1250000,1350000,1370000,1380000,1400000,1463656,1428000,1456000,1455000,1485000,1588000,1555000,1606000,1697018,1722276,1727301,1757964,1794632,1742934,1668447
143,Morocco,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,700000,650000,700000,680000,690000,695000,680000,690000,700000,700000,710000,630000,720000,800000,880000,720000,740000,756000,760000,770000,760000,713417,717023,763726,760000,774386,845302,873673,869201,750000,755000,760000,859308,874734,861014,868564,866216,905836,952000,960000,943612,953575,926684,978580,978803,979927,1044017,1062820
143,Morocco,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,900000,900000,900000,930000,950000,960000,1000000,980000,1100000,1150000,1160000,930000,1070000,1213000,1330000,1160000,1215000,1270000,1160000,1265000,1300000,1200000,1129264,1267479,1200000,1353951,1295127,1250000,1396398,1387142,1300000,1450574,1445065,1451276,1435449,1411614,1439073,1530185,1685000,1690000,1700000,1638581,1658486,1515026,1424246,1546685,1607491,1600882
143,Morocco,1130,"Milk, whole fresh camel",Milk Animals,5318,Head,17000,18000,18100,18100,18200,18400,18500,18600,18600,18800,18900,17700,16800,15700,17500,14400,15600,18900,18200,21800,20300,20700,21300,20200,20200,20200,20100,20100,20700,21300,21800,21800,22400,28000,22400,25200,32700,29100,30800,31500,32000,30704,30949,31300,31850,32004,32551,32982
144,Mozambique,882,"Milk, whole fresh cow",Milk Animals,5318,Head,366000,378800,384000,358000,364500,369900,372600,378000,383400,364500,345600,356400,359000,362000,365000,367000,370000,373000,370000,338000,340000,335000,338000,343000,348000,351000,354000,355000,365000,375000,380000,390000,405000,400000,390000,452378,429520,395000,400000,410000,410000,415000,420000,425000,420000,421667,422222,421296
144,Mozambique,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,270000,250000,200000,150000,155000,156000,158000,161000,163000,166000,168000,170000,173000,175000,178000,180000,182000,185000,182000,147314,183000,182000,183000,184000,185000,186000,187000,228052,190000,228024,195000,197000,200000,189000,187000,221321,189802,190000,200000,200000,205000,220760,166500,186549,181435,172388,165129,173206
146,Republic of Moldova,882,"Milk, whole fresh cow",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,397071,403173,410547,399400,380776,355480,294530,279500,254618,229095,271784,279219,256197,230766,217103,206650,168790,160279,161195,154403,144325,134400,132173,130812,127910,112752,105771,90591,87321
146,Republic of Moldova,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,992117,1035000,1093000,1127000,1041000,998000,920000,821000,761300,680000,692300,677891,664764,670610,669912,664585,608160,628398,660054,651588,589260,559643,567282,561410,552534,534973,498395,444013,565916
146,Republic of Moldova,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,37023,48000,61000,75000,72000,75000,73000,73000,76886,84114,89680,97998,92245,92889,92860,86472,79775,82871,88716,91128,95418,100815,105799,109648,111569,118873,118356,112837,111561
147,Namibia,882,"Milk, whole fresh cow",Milk Animals,5318,Head,160000,160000,160000,162000,164000,165000,166000,165000,165000,165000,165000,165000,166000,167000,168000,175000,180000,188000,200000,197181,187000,183000,185344,179000,185000,197000,206000,220000,230000,210000,212000,210000,235000,215000,213000,218000,220000,220000,220000,222000,223000,244707,237502,263721,249102,246067,253254,249726
149,Nepal,882,"Milk, whole fresh cow",Milk Animals,5318,Head,547000,550000,553000,556000,560000,562000,570000,585000,600000,615000,630000,645000,672333,673604,682903,682937,688615,689374,689685,695130,698931,738709,766451,784940,816270,826320,828214,840673,852583,852790,870589,888190,902286,902376,908712,915411,932876,954680,974122,998963,1025591,1024513,1025947,1026135,1029529,1039538,1078775,1166156
149,Nepal,951,"Milk, whole fresh buffalo",Milk Animals,5318,Head,333000,367000,412000,450000,500000,534000,550000,625000,625000,595000,652000,686000,678932,690158,724796,735156,744716,746563,750253,751920,755996,786001,811182,820920,857420,882140,896415,910753,936811,958530,988035,1015727,1050977,1084764,1124454,1158300,1211495,1252770,1291644,1331037,1369796,1345837,1345164,1355384,1509512,1535948,1560584,1635492
149,Nepal,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,230000,235000,238000,240000,245000,250000,255000,255000,260000,263000,266000,270000,275000,283000,293000,306000,319000,322000,325000,330000,335000,340000,357210,320000,322000,341039,320000,330000,335132,320000,328032,330000,324417,340000,323678,322422,320359,319962,380000,382000,385000,316415,316598,320670,321283,321020,320538,323175
149,Nepal,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,860000,870000,880000,890000,900000,910000,920000,930000,940000,950000,960000,970000,980000,1000000,1000000,1000000,1010000,1011836,1007519,1030000,1021695,1050000,1070000,1100000,1120000,1150000,1180000,1210000,1260000,1280000,1231810,1300000,1287175,1327665,1350000,1434083,1483879,1538275,1467000,1470000,1480000,1731454,1742745,1846475,1872287,1939986,2028395,2101421
150,Netherlands,882,"Milk, whole fresh cow",Milk Animals,5318,Head,2100000,2210000,2210000,2220000,2200000,2250000,2326000,2356000,2381406,2438692,2500000,2425000,2332400,2225900,2073800,1936000,1888100,1855500,1819000,1780000,1746733,1697868,1707875,1664648,1591000,1611000,1588000,1532000,1551000,1546000,1551400,1502000,1486000,1443000,1490000,1587000,1572230,1556840,1542800,1541000,1597000,1610000,1717000,1794000,1665000,1552000,1590000,1569000
150,Netherlands,951,"Milk, whole fresh buffalo",Milk Animals,5318,Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632.9777430972433,1452.0413415485805,1567.5945925134668
150,Netherlands,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,17000,16000
